frame,deltaTime,actorX,cameraX,screenX,speed
40,0.008334,-10.021610,-11.453130,1052.125000,4.999991
41,0.008402,-9.979596,-11.412620,1052.222000,4.999970
42,0.008333,-9.937929,-11.372400,1052.315000,5.000000
43,0.008333,-9.896262,-11.332150,1052.406000,5.000000
44,0.008529,-9.853617,-11.290900,1052.496000,5.000051
45,0.008523,-9.811002,-11.249640,1052.583000,5.000050
46,0.008333,-9.769334,-11.209270,1052.667000,5.000054
47,0.008508,-9.726793,-11.168010,1052.749000,4.999948
48,0.008333,-9.685126,-11.127570,1052.828000,5.000055
49,0.008461,-9.642820,-11.086470,1052.906000,5.000054
50,0.008333,-9.601153,-11.045970,1052.980000,5.000000
51,0.008575,-9.558277,-11.004240,1053.055000,5.000025
52,0.008333,-9.516610,-10.963670,1053.125000,5.000000
53,0.008334,-9.474942,-10.923070,1053.194000,4.999991
54,0.008333,-9.433276,-10.882450,1053.261000,4.999945
55,0.008565,-9.390451,-10.840650,1053.327000,5.000027
56,0.008333,-9.348784,-10.799970,1053.390000,5.000000
57,0.008333,-9.307118,-10.759260,1053.452000,4.999945
58,0.008334,-9.265450,-10.718520,1053.512000,4.999991
59,0.008334,-9.223782,-10.677750,1053.570000,5.000046
60,0.008334,-9.182113,-10.636970,1053.627000,5.000046
61,0.008444,-9.139894,-10.595610,1053.682000,5.000028
62,0.008333,-9.098230,-10.554780,1053.736000,4.999954
63,0.008334,-9.056562,-10.513920,1053.788000,4.999991
64,0.008334,-9.014894,-10.473040,1053.839000,4.999995
65,0.008334,-8.973225,-10.432140,1053.888000,5.000041
66,0.008334,-8.931557,-10.391210,1053.936000,4.999991
67,0.008333,-8.889892,-10.350270,1053.982000,5.000009
68,0.008334,-8.848224,-10.309310,1054.028000,5.000051
69,0.008358,-8.806435,-10.268210,1054.072000,4.999950
70,0.008334,-8.764766,-10.227210,1054.115000,4.999986
71,0.008538,-8.722075,-10.185170,1054.157000,4.999972
72,0.008333,-8.680410,-10.144140,1054.198000,4.999950
73,0.008333,-8.638743,-10.103080,1054.237000,5.000000
74,0.008333,-8.597076,-10.062010,1054.276000,5.000055
75,0.008334,-8.555408,-10.020930,1054.313000,5.000050
76,0.008333,-8.513741,-9.979824,1054.349000,4.999995
77,0.008334,-8.472071,-9.938704,1054.385000,4.999982
78,0.008498,-8.429578,-9.896749,1054.419000,5.000045
79,0.008333,-8.387913,-9.855603,1054.453000,5.000009
80,0.008424,-8.345795,-9.813992,1054.485000,4.999948
81,0.008333,-8.304129,-9.772818,1054.517000,4.999945
82,0.008490,-8.261680,-9.730848,1054.548000,4.999998
83,0.008333,-8.220012,-9.689647,1054.578000,5.000054
84,0.008333,-8.178345,-9.648432,1054.607000,4.999995
85,0.008334,-8.136675,-9.607203,1054.635000,4.999982
86,0.008333,-8.095010,-9.565966,1054.663000,5.000009
87,0.008333,-8.053343,-9.524714,1054.690000,5.000000
88,0.008334,-8.011674,-9.483452,1054.716000,5.000046
89,0.008334,-7.970004,-9.442176,1054.741000,4.999979
90,0.008333,-7.928338,-9.400893,1054.766000,5.000004
91,0.008333,-7.886673,-9.359602,1054.790000,5.000011
92,0.008334,-7.845006,-9.318298,1054.813000,4.999993
93,0.008333,-7.803339,-9.276985,1054.836000,5.000002
94,0.008334,-7.761671,-9.235660,1054.858000,4.999995
95,0.008334,-7.720002,-9.194324,1054.880000,4.999984
96,0.008333,-7.678337,-9.152986,1054.901000,5.000011
97,0.008334,-7.636669,-9.111633,1054.921000,4.999991
98,0.008333,-7.595004,-9.070275,1054.941000,5.000007
99,0.008333,-7.553337,-9.028907,1054.960000,5.000000
100,0.008334,-7.511666,-8.987527,1054.979000,4.999973
101,0.008333,-7.469999,-8.946144,1054.997000,5.000002
102,0.008333,-7.428333,-8.904753,1055.014000,5.000004
103,0.008333,-7.386667,-8.863354,1055.032000,5.000004
104,0.008334,-7.345000,-8.821947,1055.048000,4.999993
105,0.008334,-7.303332,-8.780532,1055.065000,4.999995
106,0.008379,-7.261437,-8.738883,1055.081000,4.999987
107,0.008334,-7.219769,-8.697454,1055.096000,4.999991
108,0.008333,-7.178102,-8.656021,1055.111000,5.000002
109,0.008334,-7.136434,-8.614580,1055.126000,4.999989
110,0.008333,-7.094767,-8.573133,1055.140000,5.000000
111,0.008334,-7.053099,-8.531680,1055.154000,4.999991
112,0.008333,-7.011432,-8.490221,1055.167000,5.000000
113,0.008333,-6.969765,-8.448756,1055.180000,5.000000
114,0.008540,-6.927063,-8.406248,1055.192000,5.000022
115,0.008333,-6.885397,-8.364774,1055.205000,5.000002
116,0.008333,-6.843729,-8.323294,1055.217000,4.999997
117,0.008595,-6.800756,-8.280497,1055.228000,5.000005
118,0.008334,-6.759089,-8.239005,1055.240000,4.999991
119,0.008333,-6.717422,-8.197510,1055.250000,5.000000
